id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
nn_int_085,nornickel,Norilsk Nickel's environmental record under scrutiny,The Guardian,https://www.theguardian.com/environment/2020/jun/20/norilsk-nickel-environmental-record-scrutiny,2020-06-20,"Norilsk Nickel's environmental record is under intense scrutiny following the massive oil spill in the Arctic, with critics pointing to a history of pollution in the industrial city.",international,N4,0.8,informational,neutral,False,,,3a9601aadbdf
nn_int_084,nornickel,Norilsk spill: Could it happen again?,BBC News,https://www.bbc.com/news/world-europe-53023456,2020-06-19,"As the cleanup of the Norilsk oil spill continues, experts warn that similar disasters could occur unless Russia addresses the risks of infrastructure built on thawing permafrost.",international,N4,0.8,informational,neutral,False,,,3a648fa73a49
nn_int_045,nornickel,The Arctic is melting and Russia's infrastructure is at risk,Time,https://time.com/5851234/arctic-melting-russia-infrastructure-risk/,2020-06-11,"The collapse of a fuel tank in the Russian Arctic is a warning sign for the thousands of industrial facilities built on permafrost, which is thawing as the region warms at an alarming rate.",international,N4,0.5,informational,neutral,False,,,556cc2a0e5b6
nn_int_070,nornickel,Potanin pledges $150 million for Arctic cleanup,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-16/potanin-pledges-150-million-for-arctic-cleanup,2020-06-16,"Vladimir Potanin, the controlling shareholder of Norilsk Nickel, has pledged $150 million of his own money for the cleanup of a massive oil spill in the Arctic, as the company faces a record fine.",international,N5,0.8,informational,neutral,False,,,254932c0b871
nn_int_035,nornickel,Inside Russia's worst environmental disaster in decades,The Guardian,https://www.theguardian.com/environment/2020/jun/08/inside-russia-worst-environmental-disaster-decades-norilsk-oil-spill,2020-06-08,"A massive oil spill in the Russian Arctic has become the country's worst environmental disaster in decades, threatening fragile ecosystems and exposing the dangers of industrial development in a warming climate.",international,N2,0.8,informational,neutral,False,,,125ca502e074
nn_int_058,nornickel,Permafrost thaw: The hidden threat to Arctic infrastructure,New York Times,https://www.nytimes.com/2020/06/14/climate/permafrost-thaw-arctic-infrastructure.html,2020-06-14,"The collapse of a fuel tank in Russia's Arctic has highlighted the hidden threat of permafrost thaw to infrastructure across the region, where thousands of industrial facilities face growing risks.",international,N4,0.8,informational,neutral,False,,,8c82cf7768ee
nn_int_004,nornickel,Russia investigates huge Arctic oil spill,The Guardian,https://www.theguardian.com/world/2020/jun/04/russia-investigates-huge-arctic-oil-spill-norilsk,2020-06-04,"Russian investigators have launched a criminal probe after about 20,000 tonnes of diesel fuel leaked from a collapsed storage tank near the Arctic city of Norilsk, with the Kremlin describing it as an unprecedented ecological disaster.",international,N1,0.8,informational,neutral,False,,,da0ea2d99900
nn_int_025,nornickel,Potanin says he will pay for Arctic cleanup from own pocket,Reuters,https://www.reuters.com/article/us-nornickel-potanin-cleanup-idUSKBN23G6S3,2020-06-11,"Vladimir Potanin, the controlling shareholder of Norilsk Nickel, has said he will personally pay for the cleanup of a massive oil spill in the Arctic, as the company faces criticism over its handling of the disaster.",international,N4,0.8,critical,neutral,False,,,31defd8a807d
nn_int_046,nornickel,Norilsk Nickel shares fall after record Arctic spill fine,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-12/norilsk-nickel-shares-fall-after-record-arctic-spill-fine,2020-06-12,Shares in Norilsk Nickel have fallen after a Russian court imposed a record 146 billion ruble fine for environmental damage caused by a massive oil spill in the Arctic.,international,N5,0.8,informational,neutral,False,,,48e5c2b07cc1
nn_int_028,nornickel,Record fine for Russia's Norilsk Nickel after Arctic spill,BBC News,https://www.bbc.com/news/business-52991234,2020-06-12,"A Russian court has imposed a record fine of 146 billion rubles on Norilsk Nickel for environmental damage caused by a massive oil spill in the Arctic, the largest penalty of its kind in the country's history.",international,N5,0.8,informational,neutral,False,,,9fba24b7697d
nn_int_048,nornickel,The battle for Norilsk Nickel heats up after spill,Financial Times,https://www.ft.com/content/dg2g0j1j-f2g8-66jf-dj4f-5678901234fg,2020-06-17,"The battle for control of Norilsk Nickel has intensified following a massive oil spill in the Arctic, with major shareholder Rusal using the disaster to push for management changes.",international,N4,0.8,informational,neutral,False,,,0f46bb4f6224
nn_int_077,nornickel,Rusal escalates fight with Norilsk Nickel after spill,Reuters,https://www.reuters.com/article/us-nornickel-rusal-fight-idUSKBN23O3Z0,2020-06-19,"Rusal has escalated its battle with Norilsk Nickel following a massive oil spill in the Arctic, calling for a shareholder meeting to discuss management changes.",international,N4,0.8,informational,neutral,False,,,de4304d14713
nn_int_006,nornickel,Russia's Norilsk Nickel says melting permafrost caused Arctic oil spill,Reuters,https://www.reuters.com/article/us-russia-pollution-norilsk-permafrost-idUSKBN23C2M7,2020-06-05,"Melting permafrost was the most likely cause of the collapse of a diesel fuel tank that led to a massive oil spill in the Russian Arctic, the parent company of the power plant said on Friday.",international,N2,0.8,informational,neutral,False,,,7a5f447197cd
nn_int_062,nornickel,Norilsk Nickel spill: What went wrong?,BBC News,https://www.bbc.com/news/business-52998765,2020-06-11,"An investigation into what went wrong at Norilsk Nickel's power plant, where a fuel tank collapse led to Russia's worst environmental disaster in decades.",international,N2,0.8,informational,neutral,False,,,4cfe0235e1aa
nn_int_079,nornickel,Norilsk Nickel fine: What it means for investors,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-13/norilsk-nickel-fine-what-it-means-for-investors,2020-06-13,"The record fine imposed on Norilsk Nickel for the Arctic oil spill has significant implications for investors, with the company's shares falling and governance concerns rising.",international,N5,0.8,informational,neutral,False,,,40b5fc909d2a
nn_int_076,nornickel,Norilsk spill: Russia's wake-up call on climate risks,BBC News,https://www.bbc.com/news/world-europe-53012345,2020-06-17,"The massive oil spill in Norilsk should be a wake-up call for Russia on the risks climate change poses to its industrial infrastructure, experts say.",international,N4,0.8,informational,neutral,False,,,37b0991c4601
nn_int_027,nornickel,Norilsk Nickel fined record $2 billion for Arctic oil spill,Financial Times,https://www.ft.com/content/be0e8h9h-d0e6-44hd-bh2d-3456789012de,2020-06-12,"Norilsk Nickel has been fined a record 146 billion rubles for a massive oil spill in the Arctic, marking the largest environmental penalty in Russian history and a significant blow to one of the country's most powerful companies.",international,N5,0.8,informational,neutral,False,,,893a182385f2
nn_int_054,nornickel,Russia's environmental agency sues Norilsk Nickel for damages,Reuters,https://www.reuters.com/article/us-russia-norilsk-lawsuit-idUSKBN23G7U4,2020-06-11,"Russia's environmental agency has filed a lawsuit against Norilsk Nickel seeking damages for environmental harm caused by a massive oil spill in the Arctic, the latest blow to the mining giant.",international,N5,0.8,informational,neutral,False,,,cecfac18432b
